Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,Survived
-0.28934006477966684,0.24100361589764324,0.5213347066684055,1.8935653223596192,-0.09238955682779518,-1.317412966034919,-0.18074256993863339,0.5060342282658362,1.0
-0.28934006477966684,0.8755986792254559,0.5213347066684055,-0.48226415597031097,-0.12995880549725874,-1.317412966034919,-0.18074256993863339,0.5060342282658362,1.0
-0.28934006477966684,-0.32308088483819014,-0.5495658279681386,-0.48226415597031097,-0.40904465275613094,0.7590634264134715,-0.18074256993863339,0.5060342282658362,0.0
-1.4910517206893772,0.7345775540414975,-0.5495658279681386,-0.48226415597031097,-0.09301642657702278,0.7590634264134715,-0.18074256993863339,-1.976150908658826,0.0
-1.4910517206893772,-0.7461442603900652,0.5213347066684055,-0.48226415597031097,1.2671707076511716,-1.317412966034919,-0.18074256993863339,-1.976150908658826,1.0
-0.28934006477966684,0.8755986792254559,-0.5495658279681386,-0.48226415597031097,-0.40904465275613094,-1.317412966034919,-0.18074256993863339,0.5060342282658362,1.0
-0.28934006477966684,0.029471928121705727,0.5213347066684055,-0.48226415597031097,-0.1728950896909314,0.7590634264134715,-0.18074256993863339,-1.976150908658826,0.0
-1.4910517206893772,-0.32308088483819014,0.5213347066684055,-0.48226415597031097,0.5020997936751672,0.7590634264134715,-0.18074256993863339,-1.976150908658826,1.0
-1.4910517206893772,0.6640669914495183,0.5213347066684055,0.705650583194654,1.0971237009163408,-1.317412966034919,-0.18074256993863339,-1.976150908658826,1.0
-1.4910517206893772,-0.39359144743016933,-0.5495658279681386,-0.48226415597031097,1.0121463540544338,0.7590634264134715,-0.18074256993863339,-1.976150908658826,0.0
0.9123715911300435,-0.6051231352061068,-0.5495658279681386,-0.48226415597031097,-0.5238992129742053,-1.317412966034919,-0.18074256993863339,0.5060342282658362,1.0
0.9123715911300435,-0.25257032224621095,1.5922352413049496,-0.48226415597031097,-0.5021627191011585,0.7590634264134715,-0.18074256993863339,0.5060342282658362,0.0
0.9123715911300435,-0.8871653855740236,-0.5495658279681386,-0.48226415597031097,-0.5021627191011585,0.7590634264134715,-0.18074256993863339,0.5060342282658362,0.0
-0.28934006477966684,-1.6627815740857945,-0.5495658279681386,0.705650583194654,0.02031818918059552,-1.317412966034919,-0.18074256993863339,0.5060342282658362,1.0
-0.28934006477966684,1.5807043051452476,-0.5495658279681386,-0.48226415597031097,-0.3983105817077128,0.7590634264134715,-0.18074256993863339,0.5060342282658362,0.0
